chrom	position	strand	name	group_id	score	score_extended	FDR
chr21	18091337	+	CHODL	ENSG00000154645.14	1	70	0
chr21	18091339	+	CHODL	ENSG00000154645.14	21	61	0
chr21	18091340	+	CHODL	ENSG00000154645.14	27	58	0
chr21	18091342	+	CHODL	ENSG00000154645.14	6	61	0
chr21	18091343	+	CHODL	ENSG00000154645.14	3	41	0
chr21	18091344	+	CHODL	ENSG00000154645.14	2	14	0
chr21	18091345	+	CHODL	ENSG00000154645.14	2	14	0
chr21	18091346	+	CHODL	ENSG00000154645.14	1	8	0
chr21	18091354	+	CHODL	ENSG00000154645.14	2	7	0
chr21	18091355	+	CHODL	ENSG00000154645.14	5	9	0
chr21	18091358	+	CHODL	ENSG00000154645.14	2	7	0
chr21	18091362	+	CHODL	ENSG00000154645.14	1	1	1
chr21	18091369	+	CHODL	ENSG00000154645.14	3	9	0
chr21	18091371	+	CHODL	ENSG00000154645.14	6	11	0
chr21	18091373	+	CHODL	ENSG00000154645.14	1	8	0
chr21	18091374	+	CHODL	ENSG00000154645.14	1	10	0
chr21	18091377	+	CHODL	ENSG00000154645.14	2	7	0
chr21	18091378	+	CHODL	ENSG00000154645.14	2	6	0
chr21	18091379	+	CHODL	ENSG00000154645.14	2	10	0
chr21	18091382	+	CHODL	ENSG00000154645.14	4	15	0
chr21	18091385	+	CHODL	ENSG00000154645.14	9	15	0
chr21	18091386	+	CHODL	ENSG00000154645.14	1	11	0
chr21	18091387	+	CHODL	ENSG00000154645.14	1	11	0
chr21	18129854	+	CHODL	ENSG00000154645.14	1	1	1
chr21	18162427	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18267438	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18322808	-	TMPRSS15	ENSG00000154646.9	1	1	1
chr21	18407589	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18509920	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18536762	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18540332	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18562581	-	MIR548XHG	ENSG00000224141.6	1	1	1
chr21	18655658	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18664278	-	MIR548XHG	ENSG00000224141.6	1	1	1
chr21	18681986	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18696479	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18701228	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18746322	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18749782	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18803907	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18803909	+	not_annotated	not_annotated	2	not_calculated	1
chr21	18803913	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18803923	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18818467	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18820763	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18843875	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18853330	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18900984	-	not_annotated	not_annotated	1	not_calculated	1
chr21	18918355	-	AL157359.2	ENSG00000232193.1	1	1	1
chr21	18925394	-	AL157359.2	ENSG00000232193.1	1	1	1
chr21	18926105	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18930648	+	not_annotated	not_annotated	1	not_calculated	1
chr21	18958877	-	AL157359.1	ENSG00000226204.1	1	1	1
chr21	18989750	-	not_annotated	not_annotated	2	not_calculated	1
chr21	18991008	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19061153	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19061397	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19071355	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19091062	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19091411	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19124425	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19147176	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19344509	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19353701	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19366266	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19400787	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19539689	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19547600	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19738043	+	not_annotated	not_annotated	1	not_calculated	1
chr21	19753116	-	not_annotated	not_annotated	1	not_calculated	1
chr21	19935822	-	not_annotated	not_annotated	1	not_calculated	1
chr21	20241766	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20246995	-	not_annotated	not_annotated	1	not_calculated	1
chr21	20250659	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20345220	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20500773	-	not_annotated	not_annotated	1	not_calculated	1
chr21	20522837	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20531165	-	not_annotated	not_annotated	1	not_calculated	1
chr21	20623482	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717474	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717488	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717492	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717493	+	not_annotated	not_annotated	7	not_calculated	1
chr21	20717498	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717504	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717505	+	not_annotated	not_annotated	3	not_calculated	1
chr21	20717558	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717565	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717567	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717568	+	not_annotated	not_annotated	3	not_calculated	1
chr21	20717569	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717570	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20717574	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20744508	-	LINC00320	ENSG00000224924.7	1	1	1
chr21	20749646	-	LINC00320	ENSG00000224924.7	1	1	1
chr21	20797518	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20918298	+	not_annotated	not_annotated	1	not_calculated	1
chr21	20965526	-	not_annotated	not_annotated	1	not_calculated	1
chr21	21019365	+	NCAM2	ENSG00000154654.15	1	1	1
chr21	21333719	+	NCAM2	ENSG00000154654.15	2	2	0
chr21	21429468	+	NCAM2	ENSG00000154654.15	1	1	1
chr21	21577827	-	not_annotated	not_annotated	1	not_calculated	1
chr21	21665562	-	AF241725.1	ENSG00000237527.1	1	1	1
chr21	21798470	-	not_annotated	not_annotated	1	not_calculated	1
chr21	22047523	+	not_annotated	not_annotated	1	not_calculated	1
chr21	22148879	-	not_annotated	not_annotated	1	not_calculated	1
chr21	22247316	-	not_annotated	not_annotated	1	not_calculated	1
chr21	22295461	+	AP000561.1	ENSG00000226043.2	1	1	1
chr21	22366069	+	AP000561.1	ENSG00000226043.2	1	1	1
chr21	22428405	+	not_annotated	not_annotated	1	not_calculated	1
chr21	22455453	-	not_annotated	not_annotated	1	not_calculated	1
chr21	22762255	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23016600	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23081284	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23275944	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23275977	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23311896	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23432025	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23473353	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23577511	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23577552	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23577561	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23577578	+	not_annotated	not_annotated	2	not_calculated	1
chr21	23643363	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23799393	+	not_annotated	not_annotated	1	not_calculated	1
chr21	23867391	+	AP000474.2	ENSG00000287612.1	1	1	1
chr21	23918730	-	not_annotated	not_annotated	1	not_calculated	1
chr21	23969998	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24038938	-	AP000477.3	ENSG00000287801.1	1	1	1
chr21	24066183	-	AP000477.3	ENSG00000287801.1	1	1	1
chr21	24066379	+	not_annotated	not_annotated	1	not_calculated	1
chr21	24085564	-	AP000477.3	ENSG00000287801.1	1	1	1
chr21	24255257	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24255340	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24443930	+	LINC01684	ENSG00000237484.6	1	1	1
chr21	24598332	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24654206	-	not_annotated	not_annotated	7	not_calculated	1
chr21	24654208	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24654215	-	not_annotated	not_annotated	4	not_calculated	1
chr21	24654216	-	not_annotated	not_annotated	3	not_calculated	1
chr21	24654217	-	not_annotated	not_annotated	2	not_calculated	1
chr21	24654218	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24654221	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24654223	-	not_annotated	not_annotated	5	not_calculated	1
chr21	24654224	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24654226	-	not_annotated	not_annotated	2	not_calculated	1
chr21	24654231	-	not_annotated	not_annotated	4	not_calculated	1
chr21	24654232	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24717173	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24750346	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24763046	+	not_annotated	not_annotated	1	not_calculated	1
chr21	24808021	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24848962	-	not_annotated	not_annotated	1	not_calculated	1
chr21	24963763	-	AP000146.1	ENSG00000230379.5	1	1	1
chr21	25180466	-	AP001341.1	ENSG00000222042.2	1	1	1
chr21	25180499	-	AP001341.1	ENSG00000222042.2	1	1	1
chr21	25180600	-	AP001341.1	ENSG00000222042.2	1	1	1
chr21	25234024	-	AP001341.1	ENSG00000222042.2	1	1	1
chr21	25343245	+	not_annotated	not_annotated	1	not_calculated	1
chr21	25402678	+	not_annotated	not_annotated	1	not_calculated	1
chr21	25485261	+	not_annotated	not_annotated	1	not_calculated	1
chr21	25532632	-	not_annotated	not_annotated	1	not_calculated	1
chr21	25581713	+	not_annotated	not_annotated	1	not_calculated	1
chr21	25701139	-	not_annotated	not_annotated	1	not_calculated	1
chr21	25797595	+	not_annotated	not_annotated	1	not_calculated	1
chr21	25906466	-	APP	ENSG00000142192.21	1	1	1
chr21	26114264	+	not_annotated	not_annotated	1	not_calculated	1
chr21	26182843	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26186643	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26209052	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26310232	+	not_annotated	not_annotated	1	not_calculated	1
chr21	26424510	+	AP001596.1	ENSG00000232692.1	1	1	1
chr21	26424510	+	CYYR1-AS1	ENSG00000197934.8	1	1	1
chr21	26473537	+	CYYR1-AS1	ENSG00000197934.8	1	1	1
chr21	26493258	+	CYYR1-AS1	ENSG00000197934.8	1	1	1
chr21	26554117	+	CYYR1-AS1	ENSG00000197934.8	1	1	1
chr21	26640959	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26721195	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26764985	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26811936	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26830532	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26845143	-	ADAMTS1	ENSG00000154734.15	1	1	1
chr21	26855643	+	not_annotated	not_annotated	1	not_calculated	1
chr21	26876244	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26960630	-	ADAMTS5	ENSG00000154736.6	1	1	1
chr21	26975439	-	not_annotated	not_annotated	1	not_calculated	1
chr21	26976379	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27006268	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27089305	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27118142	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27127224	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27173019	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27179283	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27236873	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27242750	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27258768	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27261901	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27292101	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27384099	-	AP001605.1	ENSG00000231236.2	1	1	1
chr21	27409440	-	AP001605.1	ENSG00000231236.2	1	1	1
chr21	27451075	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27531659	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27563044	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27563090	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27568937	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27569795	-	not_annotated	not_annotated	1	not_calculated	1
chr21	27586716	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27602625	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27629776	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27631797	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27715633	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27751090	+	LINC00113	ENSG00000225298.5	1	1	1
chr21	27764170	+	not_annotated	not_annotated	1	not_calculated	1
chr21	27764273	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28038607	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28112087	-	not_annotated	not_annotated	1	not_calculated	1
chr21	28270591	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28284981	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28532908	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28587828	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28879956	+	not_annotated	not_annotated	1	not_calculated	1
chr21	28914799	+	not_annotated	not_annotated	1	not_calculated	1
chr21	29047820	-	not_annotated	not_annotated	1	not_calculated	1
chr21	29121227	-	not_annotated	not_annotated	1	not_calculated	1
chr21	29162698	-	not_annotated	not_annotated	1	not_calculated	1
chr21	29209286	-	not_annotated	not_annotated	1	not_calculated	1
chr21	29418437	-	not_annotated	not_annotated	1	not_calculated	1
chr21	29454312	+	BACH1	ENSG00000156273.16	1	1	1
chr21	29719574	+	not_annotated	not_annotated	1	not_calculated	1
chr21	29742974	+	not_annotated	not_annotated	1	not_calculated	1
chr21	29783154	+	not_annotated	not_annotated	1	not_calculated	1
chr21	29804487	-	GRIK1	ENSG00000171189.17	1	1	1
chr21	29916606	-	GRIK1	ENSG00000171189.17	1	1	1
chr21	29935519	-	GRIK1	ENSG00000171189.17	1	1	1
chr21	29936676	+	not_annotated	not_annotated	1	not_calculated	1
chr21	29995029	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30210610	-	LINC00307	ENSG00000227342.1	1	1	1
chr21	30233964	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30244367	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30259066	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30259705	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30376429	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30384659	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30423712	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30434885	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30440998	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30448738	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30459924	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30485148	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30725093	-	not_annotated	not_annotated	1	not_calculated	1
chr21	30803038	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30886531	+	not_annotated	not_annotated	1	not_calculated	1
chr21	30934999	-	not_annotated	not_annotated	1	not_calculated	1
chr21	31056863	+	not_annotated	not_annotated	1	not_calculated	1
chr21	31271860	+	not_annotated	not_annotated	1	not_calculated	1
chr21	31471132	-	TIAM1	ENSG00000156299.13	1	1	1
chr21	31478024	-	TIAM1	ENSG00000156299.13	1	1	1
chr21	31501873	-	TIAM1	ENSG00000156299.13	1	1	1
chr21	31712509	+	not_annotated	not_annotated	1	not_calculated	1
chr21	31719021	+	not_annotated	not_annotated	1	not_calculated	1
chr21	31930570	+	HUNK	ENSG00000142149.9	1	1	1
chr21	31969740	+	HUNK	ENSG00000142149.9	1	1	1
chr21	32089050	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32101033	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32252384	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32370967	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32428276	+	EVA1C	ENSG00000166979.13	1	1	1
chr21	32455397	+	EVA1C	ENSG00000166979.13	1	1	1
chr21	32460166	+	EVA1C	ENSG00000166979.13	1	1	1
chr21	32507376	-	CFAP298-TCP10L	ENSG00000265590.10	1	1	1
chr21	32507376	-	TCP10L	ENSG00000242220.9	1	1	1
chr21	32526313	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32556321	-	CFAP298-TCP10L	ENSG00000265590.10	1	1	1
chr21	32556321	-	TCP10L	ENSG00000242220.9	1	1	1
chr21	32559102	-	CFAP298-TCP10L	ENSG00000265590.10	1	1	1
chr21	32559102	-	TCP10L	ENSG00000242220.9	1	1	1
chr21	32615183	-	not_annotated	not_annotated	1	not_calculated	1
chr21	32692090	-	SYNJ1	ENSG00000159082.18	1	1	1
chr21	32756820	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32764656	+	not_annotated	not_annotated	1	not_calculated	1
chr21	32790492	-	not_annotated	not_annotated	1	not_calculated	1
chr21	32853152	-	not_annotated	not_annotated	1	not_calculated	1
chr21	32888312	+	C21orf62-AS1	ENSG00000205930.10	1	1	1
chr21	32896084	-	not_annotated	not_annotated	1	not_calculated	1
chr21	32950465	+	C21orf62-AS1	ENSG00000205930.10	1	1	1
chr21	32973204	+	not_annotated	not_annotated	1	not_calculated	1
chr21	33027484	-	AP000282.1	ENSG00000227757.3	1	1	1
chr21	33082615	-	not_annotated	not_annotated	1	not_calculated	1
chr21	33084596	+	not_annotated	not_annotated	1	not_calculated	1
chr21	33153053	+	AP000290.1	ENSG00000226433.2	1	1	1
chr21	33190573	+	not_annotated	not_annotated	1	not_calculated	1
chr21	33221414	+	not_annotated	not_annotated	1	not_calculated	1
chr21	33341421	+	IFNAR1	ENSG00000142166.13	1	1	1
chr21	33378343	-	not_annotated	not_annotated	1	not_calculated	1
chr21	33450978	+	IFNGR2	ENSG00000159128.15	1	1	1
chr21	33474595	-	TMEM50B	ENSG00000142188.17	1	1	1
chr21	33592781	+	not_annotated	not_annotated	1	not_calculated	1
chr21	33638960	-	AP000311.1	ENSG00000249209.2	1	1	1
chr21	33638960	-	CRYZL1	ENSG00000205758.12	1	1	1
chr21	33684776	-	AP000311.1	ENSG00000249209.2	1	1	1
chr21	33722241	-	AP000311.1	ENSG00000249209.2	1	1	1
chr21	33730298	+	ITSN1	ENSG00000205726.15	1	1	1
chr21	33830819	-	AP000311.1	ENSG00000249209.2	1	1	1
chr21	33852932	+	ITSN1	ENSG00000205726.15	1	1	1
chr21	33993602	-	not_annotated	not_annotated	1	not_calculated	1
chr21	34074130	+	AP000317.2	ENSG00000272657.1	1	1	1
chr21	34074130	+	MRPS6	ENSG00000243927.6	1	1	1
chr21	34074130	+	SLC5A3	ENSG00000198743.7	1	1	1
chr21	34180173	-	not_annotated	not_annotated	1	not_calculated	1
chr21	34204044	-	not_annotated	not_annotated	1	not_calculated	1
chr21	34560336	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34560680	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34667770	-	not_annotated	not_annotated	1	not_calculated	1
chr21	34717262	+	CLIC6	ENSG00000159212.12	1	1	1
chr21	34726363	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34754327	+	LINC01426	ENSG00000234380.2	1	1	1
chr21	34818524	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34834062	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34855483	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34858905	+	AP000331.1	ENSG00000286153.1	1	1	1
chr21	34867086	+	AP000331.1	ENSG00000286153.1	1	1	1
chr21	34883125	-	RUNX1	ENSG00000159216.19	1	3	0
chr21	34883128	-	RUNX1	ENSG00000159216.19	2	3	0
chr21	34883137	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34883143	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34899405	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34916371	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34932170	+	not_annotated	not_annotated	1	not_calculated	1
chr21	34978735	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	34999009	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35065905	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35078502	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35091461	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35097411	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35173480	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35235797	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35280294	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35300720	-	RUNX1	ENSG00000159216.19	2	2	0
chr21	35305597	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35310584	-	RUNX1	ENSG00000159216.19	2	4	0
chr21	35310585	-	RUNX1	ENSG00000159216.19	2	4	0
chr21	35490992	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35491942	+	not_annotated	not_annotated	1	not_calculated	1
chr21	35558553	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35725600	-	AF015720.1	ENSG00000230794.1	1	1	1
chr21	35725600	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35759096	-	RUNX1	ENSG00000159216.19	1	1	1
chr21	35937313	-	RUNX1	ENSG00000159216.19	1	1	1
