3123
ENST00000613488	6111130	6123777	6091406	1	14	241	81
ENST00000624077	6111169	6112955	6123777	1	3	255	81
ENST00000671789	6215290	6217680	6123777	2	1	258	825
ENST00000616522	6223479	6223579	6217680	2	1	259	826
ENST00000621924	6228965	6267303	6223579	2	4	260	827
ENST00000619488	6228966	6235191	6267303	2	2	264	827
ENST00000617746	6230398	6267274	6267303	2	3	266	827
ENST00000624446	6230665	6267312	6267303	2	2	269	827
ENST00000623405	6230695	6267277	6267312	2	3	271	827
ENST00000623575	6232565	6267279	6267312	2	3	274	827
ENST00000623506	6232596	6267316	6267312	2	4	277	827
ENST00000624484	6272134	6276531	6267316	2	10	281	828
ENST00000623377	6309160	6312947	6276531	1	6	291	829
ENST00000688828	6318397	6322247	6312947	1	3	297	870
ENST00000688458	6318401	6353288	6322247	1	4	300	870
ENST00000692898	6318421	6329954	6353288	1	4	304	870
ENST00000689306	6318421	6353288	6353288	1	5	308	870
ENST00000692318	6318427	6321381	6353288	1	3	313	870
ENST00000624576	6318433	6360414	6353288	1	4	316	870
ENST00000623738	6318439	6356985	6360414	1	4	320	870
ENST00000623989	6318462	6321821	6360414	1	2	324	870
ENST00000692046	6318475	6329952	6360414	1	4	326	870
ENST00000692237	6318475	6353288	6360414	1	4	330	870
ENST00000689354	6318480	6329954	6360414	1	5	334	870
ENST00000624165	6318494	6359183	6360414	1	3	339	870
ENST00000624847	6354263	6359766	6360414	1	4	342	870
ENST00000615262	6365954	6366054	6360414	1	1	346	830
ENST00000624691	6444868	6460081	6366054	2	14	347	841
ENST00000624406	6444868	6467508	6460081	2	17	361	841
ENST00000398168	6444868	6467512	6467508	2	17	378	841
ENST00000618024	6444868	6468039	6467512	2	18	395	841
ENST00000624934	6445432	6467531	6468039	2	18	413	841
ENST00000622914	6447131	6467533	6468039	2	2	431	841
ENST00000624808	6447260	6450631	6468039	2	5	433	841
ENST00000623939	6456879	6461712	6468039	2	6	438	841
ENST00000624921	6457900	6467482	6468039	2	6	444	841
ENST00000637320	6484622	6487611	6468039	2	3	450	831
ENST00000623375	6484622	6496929	6487611	2	7	453	831
ENST00000610664	6484622	6499247	6496929	2	8	460	831
ENST00000639996	6484623	6499255	6499247	2	9	468	831
ENST00000620065	6484625	6499201	6499255	2	9	477	831
ENST00000636923	6484629	6488058	6499255	2	2	486	831
ENST00000624739	6484660	6499260	6499255	2	7	488	831
ENST00000619610	6484708	6499201	6499260	2	8	495	831
ENST00000636315	6484854	6499203	6499260	2	8	503	831
ENST00000637031	6487370	6496153	6499260	2	4	511	831
ENST00000636177	6489290	6499201	6499260	2	3	515	831
ENST00000636403	6492129	6493584	6499260	2	2	518	831
ENST00000619537	6499202	6564488	6499260	1	5	520	832
ENST00000624353	6507016	6507388	6564488	2	1	525	833
ENST00000623061	6520343	6520669	6564488	2	1	526	834
ENST00000623896	6550748	6553954	6564488	2	3	527	835
ENST00000624019	6561283	6563977	6564488	1	3	530	832
ENST00000624901	6561910	6564083	6564488	1	2	533	832
ENST00000624932	6561953	6564202	6564488	1	3	535	832
ENST00000623047	6630181	6638336	6564488	2	2	538	836
ENST00000623106	6630181	6659739	6638336	2	3	540	836
ENST00000625185	6630181	6670691	6659739	2	4	543	836
ENST00000624846	6631797	6670649	6670691	2	3	547	836
ENST00000623313	6632152	6670641	6670691	2	4	550	836
ENST00000623950	6632362	6635775	6670691	2	3	554	836
ENST00000624965	6634357	6670610	6670691	2	3	557	836
ENST00000623225	6667303	6670666	6670691	2	3	560	837
ENST00000623324	6667303	6670694	6670691	2	3	563	836
ENST00000624181	6667709	6670649	6670694	2	2	566	837
ENST00000624266	6676177	6679961	6670694	2	9	568	838
ENST00000623809	6712595	6716360	6679961	1	8	577	839
ENST00000623892	6721811	6725208	6716360	1	3	585	840
ENST00000623678	6789591	6812296	6725208	1	3	588	253
ENST00000624937	6858538	6897262	6812296	1	3	591	23
ENST00000616627	6859170	6859255	6897262	1	1	594	412
ENST00000623131	6897290	6899279	6897262	1	1	595	218
ENST00000623720	6904883	6906691	6899279	1	2	596	329
ENST00000623165	6986449	6997698	6906691	2	5	598	21
ENST00000624519	6993156	6997739	6997698	2	3	603	21
ENST00000623347	6994373	6997736	6997739	2	3	606	21
ENST00000624728	6994373	6997764	6997739	2	3	609	21
ENST00000623518	7003247	7007021	6997764	2	9	612	13
ENST00000625184	7020598	7025165	7007021	1	2	621	355
ENST00000623095	7048890	7087096	7025165	1	4	623	363
ENST00000622911	7048916	7085499	7087096	1	3	627	363
ENST00000621909	7048919	7085796	7087096	1	3	630	363
ENST00000623394	7048938	7083597	7087096	1	4	633	363
ENST00000624310	7048981	7083741	7087096	1	3	637	363
ENST00000615804	7081003	7087228	7087096	1	2	640	363
ENST00000617336	7092615	7092715	7087228	1	1	642	435
ENST00000624153	7129102	7130286	7092715	1	1	643	22
ENST00000623962	7135333	7137788	7130286	2	1	644	14
ENST00000624595	7385057	7388798	7137788	2	9	645	3
ENST00000624042	7421441	7425838	7388798	2	10	654	74
ENST00000617062	7430658	7467181	7425838	1	4	664	68
ENST00000625096	7430668	7468874	7467181	1	4	668	68
ENST00000624791	7430694	7467277	7468874	1	3	672	68
ENST00000624907	7430716	7465375	7468874	1	4	675	68
ENST00000624461	7430729	7467741	7468874	1	3	679	68
ENST00000625115	7430759	7465783	7468874	1	3	682	68
ENST00000610988	7462781	7469006	7468874	1	2	685	68
ENST00000613803	7474393	7474493	7469006	1	1	687	418
ENST00000624906	7626343	7627527	7474493	2	1	688	45
ENST00000619005	7663910	7664010	7627527	2	1	689	425
ENST00000623374	7669396	7679176	7664010	2	2	690	59
ENST00000624633	7669529	7676443	7679176	2	3	692	59
ENST00000623190	7670166	7675665	7679176	2	2	695	59
ENST00000623637	7671126	7676591	7679176	2	2	697	59
ENST00000623783	7671872	7677934	7679176	2	2	699	59
ENST00000625005	7672754	7681741	7679176	2	4	701	59
ENST00000623797	7673073	7676626	7681741	2	3	705	59
ENST00000623643	7673216	7676591	7681741	2	3	708	59
ENST00000619874	7744950	7758629	7681741	1	4	711	843
ENST00000624534	7744961	7749393	7758629	1	2	715	843
ENST00000622934	7744970	7772245	7758629	1	5	717	843
ENST00000612624	7744982	7772252	7772245	1	4	722	843
ENST00000624304	7745038	7756112	7772252	1	3	726	843
ENST00000624758	7745074	7758628	7772252	1	4	729	843
ENST00000623661	7748898	7777852	7772252	1	5	733	843
ENST00000613894	7769587	7770547	7777852	2	1	738	844
ENST00000646133	7784481	7789508	7777852	2	2	739	63
ENST00000643357	7785186	7789508	7789508	2	2	741	63
ENST00000624951	7788702	7793953	7789508	2	2	743	63
ENST00000622690	7816674	7829925	7793953	2	3	745	789
ENST00000618699	7816676	7829631	7829925	2	3	748	789
ENST00000623803	7819043	7829586	7829925	2	3	751	789
ENST00000617668	7819360	7825796	7829925	2	2	754	789
ENST00000619030	7826097	7826224	7829925	2	1	756	417
ENST00000624806	8101250	8103705	7829925	2	1	757	275
ENST00000623664	8197619	8227645	8103705	1	7	758	199
ENST00000616420	8205314	8205405	8227645	1	1	765	426
ENST00000610482	8205850	8205939	8227645	1	1	766	428
ENST00000615959	8208472	8208651	8227645	1	1	767	429
ENST00000614492	8208843	8208903	8227645	1	1	768	430
ENST00000631211	8210383	8211305	8227645	2	1	769	389
ENST00000612463	8212571	8212723	8227645	1	1	770	431
ENST00000651830	8235353	8235831	8227645	1	1	771	52
ENST00000651797	8237648	8237978	8235831	1	1	772	315
ENST00000652328	8238858	8239091	8237978	1	1	773	0
ENST00000651349	8240735	8241046	8239091	1	1	774	118
ENST00000616483	8249504	8249595	8241046	1	1	775	416
ENST00000618423	8250059	8250148	8249595	1	1	776	415
ENST00000629969	8254591	8255513	8250148	2	1	777	222
ENST00000610460	8256780	8256932	8255513	1	1	778	413
ENST00000623860	8380642	8410644	8256932	1	7	779	295
ENST00000651813	8380664	8454791	8410644	1	7	786	295
ENST00000651958	8380665	8406480	8454791	1	4	793	295
ENST00000652379	8380665	8450667	8454791	1	4	797	295
ENST00000622482	8388361	8388452	8454791	1	1	801	419
ENST00000612139	8388897	8388986	8454791	1	1	802	420
ENST00000625598	8393418	8394340	8454791	2	1	803	19
ENST00000613359	8395606	8395758	8454791	1	1	804	421
ENST00000650962	8417756	8418234	8454791	1	1	805	308
ENST00000652246	8420674	8421002	8454791	1	1	806	1
ENST00000652151	8421882	8422115	8454791	1	1	807	361
ENST00000652229	8423759	8424070	8454791	1	1	808	311
ENST00000617390	8432529	8432620	8454791	1	1	809	422
ENST00000619112	8433084	8433173	8454791	1	1	810	423
ENST00000627981	8437628	8438550	8454791	2	1	811	187
ENST00000619471	8439822	8439974	8454791	1	1	812	424
ENST00000652220	8462319	8462797	8454791	1	1	813	301
ENST00000651130	8465253	8465585	8462797	1	1	814	125
ENST00000651001	8466465	8466698	8465585	1	1	815	129
ENST00000651888	8468319	8468630	8466698	1	1	816	9
ENST00000625020	8603546	8603983	8468630	1	1	817	132
ENST00000624852	8680537	8680933	8603983	2	1	818	404
ENST00000625098	8701460	8701561	8680933	1	1	819	194
ENST00000623794	8759076	8761334	8701561	1	2	820	341
ENST00000624813	8759080	8761334	8761334	1	2	822	341
ENST00000651312	8762385	8836564	8761334	2	3	824	46
ENST00000625014	8801361	8801879	8836564	2	1	827	128
ENST00000624263	8845565	8846645	8836564	1	1	828	190
ENST00000624291	8857259	8880975	8846645	1	9	829	8
ENST00000581792	8986998	8987177	8880975	1	1	838	414
ENST00000577708	8987369	8987429	8987177	1	1	839	436
ENST00000623236	8996495	9018669	8987429	2	2	840	75
ENST00000623182	9026820	9027328	9018669	2	1	842	334
ENST00000623201	9053121	9059059	9027328	1	2	843	11
ENST00000690061	9068324	9129768	9059059	2	5	845	864
ENST00000689141	9068345	9129772	9129768	2	5	850	864
ENST00000688310	9068350	9129741	9129772	2	6	855	864
ENST00000687537	9068353	9129768	9129772	2	5	861	864
ENST00000687888	9068355	9129728	9129772	2	6	866	864
ENST00000690096	9068355	9129763	9129772	2	4	872	864
ENST00000684989	9068358	9129734	9129772	2	6	876	864
ENST00000690389	9068358	9129762	9129772	2	3	882	864
ENST00000685532	9068359	9129743	9129772	2	5	885	864
ENST00000691190	9068359	9129758	9129772	2	5	890	864
ENST00000688451	9068359	9129762	9129772	2	6	895	864
ENST00000685666	9068359	9129767	9129772	2	5	901	864
ENST00000692383	9068359	9129768	9129772	2	7	906	864
ENST00000416067	9068359	9129771	9129772	2	4	913	864
ENST00000693307	9068359	9129771	9129772	2	6	917	864
ENST00000690713	9068361	9129704	9129772	2	5	923	864
ENST00000687488	9068361	9129757	9129772	2	6	928	864
ENST00000559466	9068413	9073608	9129772	2	6	934	864
ENST00000691834	9076227	9129768	9129772	2	3	940	864
ENST00000624968	9082600	9083100	9129772	2	1	943	12
ENST00000623217	9088187	9088390	9129772	1	1	944	174
ENST00000622961	9325012	9368774	9129772	1	6	945	889
ENST00000691955	9325014	9369203	9368774	1	5	951	889
ENST00000686553	9325014	9369208	9369203	1	6	956	889
ENST00000622995	9325023	9327298	9369208	1	2	962	889
ENST00000625153	9325038	9354318	9369208	1	5	964	889
ENST00000692626	9325047	9368910	9369208	1	5	969	889
ENST00000624052	9325051	9327297	9369208	1	3	974	889
ENST00000685951	9325054	9368910	9369208	1	5	977	889
ENST00000685836	9325057	9326308	9369208	1	1	982	889
ENST00000690951	9325057	9326308	9369208	1	1	983	889
ENST00000623409	9325058	9327776	9369208	1	2	984	889
ENST00000686510	9325069	9368905	9369208	1	4	986	889
ENST00000692884	9325070	9368910	9369208	1	5	990	889
ENST00000686592	9325075	9326308	9369208	1	1	995	889
ENST00000693511	9325075	9326308	9369208	1	1	996	889
ENST00000669409	9325164	9327797	9369208	1	2	997	889
ENST00000624162	9325366	9327298	9369208	1	2	999	889
ENST00000624821	9364466	9365224	9369208	2	1	1001	286
ENST00000624041	9369284	9376644	9369208	2	4	1002	347
ENST00000651618	9529933	9559267	9376644	1	4	1006	313
ENST00000624736	9558969	9559154	9559267	1	1	1010	313
ENST00000623408	9580023	9580414	9559267	2	1	1011	249
ENST00000652368	9634243	9679905	9580414	1	4	1012	276
ENST00000620684	9646824	9646999	9679905	1	1	1016	427
ENST00000651542	9781909	9816832	9679905	2	6	1017	99
ENST00000623554	9781917	9812601	9816832	2	6	1023	99
ENST00000623919	9806093	9814008	9816832	2	3	1029	99
ENST00000623933	9806874	9809722	9816832	2	5	1032	99
ENST00000651050	9809215	9838010	9816832	2	2	1037	99
ENST00000623929	9810380	9810502	9838010	2	1	1039	99
ENST00000624130	9810500	9810847	9838010	1	1	1040	403
ENST00000584271	9902343	9902626	9838010	2	1	1041	438
ENST00000516390	9907915	9908009	9902626	1	1	1042	432
ENST00000624226	9913116	9914712	9908009	1	2	1043	405
ENST00000623559	9913360	9914845	9914712	1	3	1045	405
ENST00000625012	9975016	10119308	9914845	2	11	1048	107
ENST00000604687	9997486	9998032	10119308	2	1	1059	107
ENST00000624662	10028360	10029854	10119308	2	1	1060	4
ENST00000623370	10122272	10129028	10119308	1	2	1061	70
ENST00000623954	10136418	10137003	10129028	1	1	1063	27
ENST00000622592	10328410	10342668	10137003	2	4	1064	312
ENST00000616952	10328935	10342736	10342668	2	2	1068	312
ENST00000613970	10330731	10331536	10342736	1	1	1070	282
ENST00000667012	10336888	10342689	10342736	2	3	1071	312
ENST00000619242	10357399	10358619	10342736	1	2	1074	55
ENST00000612331	10397643	10397777	10358619	1	1	1076	110
ENST00000474011	10413476	10452528	10397777	1	3	1077	257
ENST00000470054	10413531	10491614	10452528	1	10	1080	257
ENST00000496773	10454133	10516430	10491614	1	15	1090	257
ENST00000612267	10482737	10605715	10516430	1	32	1105	336
ENST00000622113	10521552	10606139	10605715	1	23	1137	600
ENST00000612957	10521571	10567698	10606139	1	10	1160	600
ENST00000427445	10521574	10605715	10606139	1	22	1170	600
ENST00000612746	10521574	10605715	10606139	1	19	1192	600
ENST00000618007	10521582	10605715	10606139	1	24	1211	600
ENST00000616920	10576291	10576586	10606139	1	1	1235	2
ENST00000614260	10612454	10613378	10606139	2	2	1236	69
ENST00000611755	10640027	10640337	10613378	2	1	1238	345
ENST00000622028	10649399	10649834	10640337	2	2	1239	77
ENST00000457565	12999675	13016691	10649834	2	2	1241	93
ENST00000447861	13038159	13052117	13016691	1	5	1243	380
ENST00000435744	13038207	13067032	13052117	1	11	1248	380
ENST00000507941	13038329	13046420	13067032	1	2	1259	380
ENST00000471407	13042783	13052117	13067032	1	4	1261	380
ENST00000384369	13047582	13047688	13067032	1	1	1265	463
ENST00000427301	13095304	13113789	13067032	2	3	1266	384
ENST00000424255	13120243	13120806	13113789	1	1	1269	386
ENST00000624445	13305151	13314943	13120806	1	2	1270	388
ENST00000332473	13349264	13350647	13314943	1	2	1272	390
ENST00000451052	13384248	13427772	13350647	2	18	1274	393
ENST00000580304	13406383	13406459	13427772	2	1	1292	454
ENST00000424290	13443372	13489175	13427772	2	6	1293	395
ENST00000407739	13476370	13477262	13489175	1	1	1299	394
ENST00000660298	13516106	13574998	13489175	1	5	1300	402
ENST00000671654	13516111	13574998	13574998	1	6	1305	402
ENST00000664515	13516111	13574998	13574998	1	5	1311	402
ENST00000444901	13525598	13528578	13574998	1	1	1316	64
ENST00000431829	13544209	13545184	13574998	2	1	1317	6
ENST00000427446	13546032	13558460	13574998	1	4	1318	402
ENST00000406538	13581059	13582003	13574998	2	1	1322	225
ENST00000299443	13609776	13645822	13582003	1	11	1323	787
ENST00000620442	13609857	13625541	13645822	1	8	1334	787
ENST00000384745	13621576	13621682	13645822	1	1	1342	437
ENST00000581787	13644774	13644849	13645822	2	1	1343	433
ENST00000613704	13654072	13654355	13645822	1	1	1344	18
ENST00000435181	13665867	13667545	13654355	2	2	1345	94
ENST00000398098	13676021	13677115	13667545	1	1	1347	232
ENST00000624520	13679299	13681137	13677115	2	1	1348	281
ENST00000619798	13704852	13705517	13681137	1	1	1349	7
ENST00000621412	13724188	13724273	13705517	1	1	1350	434
ENST00000431297	13762337	13764331	13724273	1	1	1351	42
ENST00000444356	13769931	13771739	13764331	1	2	1352	207
ENST00000311003	13776085	13777265	13771739	1	1	1354	271
ENST00000443486	13792634	13793140	13777265	1	1	1355	5
ENST00000433312	13824405	13825634	13793140	2	1	1356	39
ENST00000400583	13826695	13827626	13825634	1	1	1357	252
ENST00000453500	13839117	13839408	13827626	1	1	1358	302
ENST00000428301	13843132	13848363	13839408	2	6	1359	340
ENST00000420685	13846758	13847712	13848363	2	3	1365	340
ENST00000436765	13846758	13848204	13848363	2	3	1368	340
ENST00000412442	13905959	13906487	13848363	2	1	1371	20
ENST00000442192	13909573	13935654	13906487	2	7	1372	398
ENST00000451663	13909573	13979910	13935654	2	25	1379	398
ENST00000366423	13936992	13937324	13979910	2	1	1404	400
ENST00000428576	13937945	13970002	13979910	2	7	1405	398
ENST00000432875	13939373	13962784	13979910	2	6	1412	398
ENST00000429521	13943743	13972128	13979910	2	8	1418	398
ENST00000344693	13943768	13980436	13979910	2	6	1426	398
ENST00000411355	13968488	13968594	13980436	2	1	1432	602
ENST00000457709	14000926	14005278	13980436	1	4	1433	603
ENST00000450880	14007133	14014879	14005278	1	11	1437	604
ENST00000613317	14019059	14020724	14014879	2	4	1448	605
ENST00000653756	14027414	14088782	14020724	1	3	1452	852
ENST00000448463	14027414	14089045	14088782	1	3	1455	852
ENST00000690295	14027414	14124623	14089045	1	4	1458	852
ENST00000428809	14027420	14144467	14124623	1	3	1462	852
ENST00000432621	14027420	14144467	14144467	1	3	1465	852
ENST00000359341	14064324	14069086	14144467	1	3	1468	606
ENST00000364942	14070870	14070985	14144467	1	1	1471	607
ENST00000613590	14075949	14076037	14144467	2	1	1472	608
ENST00000344577	14108812	14206948	14144467	2	10	1473	817
ENST00000681601	14108812	14210954	14206948	2	10	1483	817
ENST00000680487	14108892	14210883	14210954	2	11	1493	817
ENST00000679868	14108892	14210883	14210954	2	8	1504	817
ENST00000400211	14108892	14210883	14210954	2	8	1512	817
ENST00000614229	14108892	14210890	14210954	2	9	1520	817
ENST00000680801	14108892	14210890	14210954	2	10	1529	817
ENST00000536861	14108892	14210890	14210954	2	10	1539	817
ENST00000433806	14143580	14144157	14210954	1	1	1549	609
ENST00000468643	14216129	14228371	14210954	1	5	1550	610
ENST00000468788	14216144	14227053	14228371	1	5	1555	610
ENST00000495055	14216152	14228172	14228371	1	4	1560	610
ENST00000461088	14216153	14221452	14228371	1	3	1564	610
ENST00000400577	14216156	14228371	14228371	1	5	1567	610
ENST00000475864	14224374	14227383	14228371	1	2	1572	610
ENST00000429114	14236205	14279656	14228371	1	5	1574	873
ENST00000482980	14273798	14338016	14279656	1	14	1579	873
ENST00000690887	14273841	14299689	14338016	1	5	1593	873
ENST00000467409	14273841	14301385	14338016	1	6	1598	873
ENST00000692080	14273866	14299689	14338016	1	5	1604	873
ENST00000481582	14273879	14299684	14338016	1	5	1609	873
ENST00000685452	14273885	14299689	14338016	1	5	1614	873
ENST00000689702	14273888	14313180	14338016	1	11	1619	873
ENST00000690235	14273896	14299689	14338016	1	6	1630	873
ENST00000691950	14273896	14313333	14338016	1	9	1636	873
ENST00000471902	14273935	14291398	14338016	1	5	1645	873
ENST00000688378	14273981	14299689	14338016	1	6	1650	873
ENST00000690439	14273984	14313207	14338016	1	8	1656	873
ENST00000688334	14274050	14313196	14338016	1	9	1664	873
ENST00000463099	14274091	14362753	14338016	1	28	1673	873
ENST00000285667	14371114	14383145	14362753	2	5	1701	611
ENST00000478035	14378341	14383483	14383145	2	3	1706	611
ENST00000400566	14485227	14546314	14383483	2	8	1709	520
ENST00000400564	14485227	14546340	14546314	2	4	1717	520
ENST00000644288	14485227	14583401	14546340	2	9	1721	520
ENST00000647101	14485227	14658820	14583401	2	16	1730	520
ENST00000619120	14485228	14546359	14658820	2	9	1746	520
ENST00000285670	14485228	14583401	14658820	2	9	1755	520
ENST00000463807	14495699	14500605	14658820	2	3	1764	520
ENST00000493640	14521172	14546312	14658820	2	3	1767	520
ENST00000449214	14582201	14598302	14658820	1	5	1770	364
ENST00000435732	14591929	14643132	14658820	2	7	1775	520
ENST00000400562	14593719	14658820	14658820	2	7	1782	520
ENST00000469393	14612504	14616015	14658820	2	3	1789	520
ENST00000467280	14612504	14616015	14658820	2	2	1792	520
ENST00000673788	14676697	14763014	14658820	2	4	1794	858
ENST00000660772	14728395	14753860	14763014	2	4	1798	858
ENST00000660333	14728395	14753924	14763014	2	2	1802	858
ENST00000688014	14743159	14744607	14763014	2	2	1804	858
ENST00000665066	14743171	14753851	14763014	2	2	1806	858
ENST00000670675	14746422	14753909	14763014	2	3	1808	858
ENST00000674136	14746759	14762884	14763014	2	5	1811	858
ENST00000454128	14746761	14753847	14763014	2	4	1816	858
ENST00000654377	14746761	14753851	14763014	2	4	1820	858
ENST00000455253	14746761	14753862	14763014	2	3	1824	858
ENST00000658213	14746761	14753908	14763014	2	3	1827	858
ENST00000655631	14746764	14753857	14763014	2	3	1830	858
ENST00000661285	14746766	14753844	14763014	2	3	1833	858
ENST00000453699	14757587	14758351	14763014	1	1	1836	392
ENST00000435315	14761037	14763221	14763014	2	2	1837	858
ENST00000685873	14761039	14763258	14763221	2	2	1839	858
ENST00000448152	14774300	14775261	14763258	1	1	1841	280
ENST00000432230	14818842	15014429	14775261	2	4	1842	204
ENST00000630354	14819698	14823308	15014429	2	2	1846	62
ENST00000593619	14821207	14821805	15014429	2	1	1848	62
ENST00000627623	14824253	14833655	15014429	2	3	1849	62
ENST00000630211	14824326	14917234	15014429	2	6	1852	62
ENST00000625278	14824326	14918551	15014429	2	4	1858	62
ENST00000454795	14829153	14829988	15014429	2	1	1862	124
ENST00000412426	14837181	14881909	15014429	2	4	1863	62
ENST00000418954	14852970	14881974	15014429	2	3	1867	62
ENST00000430391	14918533	14947095	15014429	1	2	1870	245
ENST00000400199	14961234	15064933	15014429	2	3	1872	396
ENST00000400202	14961234	15064999	15064933	2	3	1875	396
ENST00000318948	14961234	15064999	15064999	2	4	1878	396
ENST00000446301	14961308	14964232	15064999	1	2	1882	401
ENST00000411932	14967995	15002367	15064999	2	2	1884	396
ENST00000638122	14968154	15065814	15064999	2	3	1886	396
ENST00000436429	14971469	14992853	15065814	1	3	1889	10
ENST00000637963	14987953	15065902	15065814	2	3	1892	396
ENST00000637630	14988140	15065935	15065902	2	5	1895	396
ENST00000623352	15050188	15052378	15065935	1	1	1900	60
ENST00000449746	15067069	15067836	15065935	1	2	1901	224
ENST00000674143	15102312	15138648	15067836	2	5	1903	277
ENST00000673983	15190405	15224393	15138648	2	5	1908	328
ENST00000673790	15263420	15283726	15224393	2	4	1913	58
ENST00000623768	15346651	15346737	15283726	1	1	1917	151
ENST00000664748	15368965	15403692	15346737	2	7	1918	872
ENST00000658863	15368993	15402387	15403692	2	6	1925	872
ENST00000666351	15369421	15390712	15403692	2	2	1931	872
ENST00000656127	15369421	15401636	15403692	2	5	1933	872
ENST00000634642	15370499	15444365	15403692	2	7	1938	872
ENST00000634644	15370499	15627257	15444365	2	12	1945	872
ENST00000634708	15370500	15627257	15627257	2	10	1957	872
ENST00000635621	15370501	15444588	15627257	2	11	1967	872
ENST00000635225	15370510	15444722	15627257	2	9	1978	872
ENST00000449602	15370533	15403869	15627257	2	10	1987	872
ENST00000654045	15404623	15627234	15627257	2	10	1997	872
ENST00000662630	15404715	15627122	15627257	2	8	2007	872
ENST00000634659	15436681	15442361	15627257	2	3	2015	872
ENST00000670882	15473708	15627156	15627257	2	3	2018	872
ENST00000653886	15475697	15627233	15627257	2	6	2021	872
ENST00000658320	15475800	15627126	15627257	2	4	2027	872
ENST00000450823	15490529	15490766	15627257	2	1	2031	202
ENST00000433588	15493931	15496123	15627257	2	2	2032	259
ENST00000659443	15509957	15627223	15627257	2	4	2034	872
ENST00000635525	15522858	15627305	15627257	2	3	2038	872
ENST00000669763	15522887	15627259	15627305	2	4	2041	872
ENST00000657904	15522892	15627175	15627305	2	3	2045	872
ENST00000660967	15525954	15627148	15627305	2	4	2048	872
ENST00000655203	15538291	15627113	15627305	2	3	2052	872
ENST00000634853	15560715	15627341	15627305	2	5	2055	872
ENST00000635684	15567181	15627262	15627341	2	4	2060	872
ENST00000391262	15614282	15614388	15627341	1	1	2064	443
ENST00000454157	15694299	15696580	15627341	2	2	2065	318
