892
ENSG00000273872	SLC25A15P4	unprocessed_pseudogene
ENSG00000279851	ENSG00000279851	lncRNA
ENSG00000215326	GPX1P2	processed_pseudogene
ENSG00000223870	ENSG00000223870	lncRNA
ENSG00000233783	ENSG00000233783	lncRNA
ENSG00000279895	ENSG00000279895	unprocessed_pseudogene
ENSG00000279501	ENSG00000279501	lncRNA
ENSG00000154639	CXADR	protein_coding
ENSG00000277282	IGHV1OR21-1	IG_V_gene
ENSG00000287612	ENSG00000287612	lncRNA
ENSG00000215005	HSPD1P7	processed_pseudogene
ENSG00000226043	ENSG00000226043	lncRNA
ENSG00000275993	SIK1B	protein_coding
ENSG00000233215	LINC01687	lncRNA
ENSG00000231058	MSANTD2P1	processed_pseudogene
ENSG00000279186	ENSG00000279186	TEC
ENSG00000215353	C1QBPP1	processed_pseudogene
ENSG00000227716	ENSG00000227716	lncRNA
ENSG00000237444	ENSG00000237444	processed_pseudogene
ENSG00000286018	ENSG00000286018	lncRNA
ENSG00000156253	RWDD2B	protein_coding
ENSG00000186925	KRTAP19-6	protein_coding
ENSG00000217026	RPL10P1	processed_pseudogene
ENSG00000238265	LINC00317	lncRNA
ENSG00000229306	ENSG00000229306	lncRNA
ENSG00000227874	GRAMD4P1	processed_pseudogene
ENSG00000235312	KRTAP19-10P	unprocessed_pseudogene
ENSG00000224649	ENSG00000224649	lncRNA
ENSG00000278181	ENSG00000278181	processed_pseudogene
ENSG00000226204	ENSG00000226204	lncRNA
ENSG00000280081	LINC01667	transcribed_processed_pseudogene
ENSG00000229289	ENSG00000229289	lncRNA
ENSG00000286222	ENSG00000286222	lncRNA
ENSG00000156265	MAP3K7CL	protein_coding
ENSG00000184032	KRTAP20-2	protein_coding
ENSG00000226935	LINC00161	lncRNA
ENSG00000174680	GRIK1-AS1	lncRNA
ENSG00000232079	LINC01697	lncRNA
ENSG00000270533	ENSG00000270533	transcribed_processed_pseudogene
ENSG00000224832	LINC01689	lncRNA
ENSG00000279156	ENSG00000279156	TEC
ENSG00000278106	ENSG00000278106	unprocessed_pseudogene
ENSG00000186965	KRTAP19-2	protein_coding
ENSG00000228708	ENSG00000228708	lncRNA
ENSG00000231136	ENSG00000231136	processed_pseudogene
ENSG00000230233	ENSG00000230233	lncRNA
ENSG00000273464	ENSG00000273464	lncRNA
ENSG00000234439	KRT18P2	processed_pseudogene
ENSG00000226996	ENSG00000226996	lncRNA
ENSG00000286012	ENSG00000286012	TEC
ENSG00000231125	ENSG00000231125	lncRNA
ENSG00000232118	BACH1-AS1	lncRNA
ENSG00000231620	ENSG00000231620	lncRNA
ENSG00000269950	ENSG00000269950	lncRNA
ENSG00000142207	URB1	protein_coding
ENSG00000226406	RBMX2P1	processed_pseudogene
ENSG00000286032	ENSG00000286032	TEC
ENSG00000274559	ENSG00000274559	protein_coding
ENSG00000232263	KRTAP25-1	protein_coding
ENSG00000279213	SNX18P10	processed_pseudogene
ENSG00000286091	ENSG00000286091	TEC
ENSG00000187026	KRTAP21-2	protein_coding
ENSG00000233640	KRTAP13-5P	unprocessed_pseudogene
ENSG00000279990	RPSAP68	processed_pseudogene
ENSG00000154721	JAM2	protein_coding
ENSG00000286902	ENSG00000286902	lncRNA
ENSG00000234730	ENSG00000234730	lncRNA
ENSG00000223822	EEF1A1P1	processed_pseudogene
ENSG00000280191	LINC01669	lncRNA
ENSG00000233480	LINC01683	lncRNA
ENSG00000230972	ENSG00000230972	lncRNA
ENSG00000236332	ENSG00000236332	lncRNA
ENSG00000236400	KRTAP21-4P	unprocessed_pseudogene
ENSG00000232360	ENSG00000232360	lncRNA
ENSG00000260583	ENSG00000260583	lncRNA
ENSG00000224018	ENSG00000224018	lncRNA
ENSG00000273115	ENSG00000273115	lncRNA
ENSG00000156256	USP16	protein_coding
ENSG00000231986	ENSG00000231986	lncRNA
ENSG00000225267	RPL8P2	processed_pseudogene
ENSG00000231236	ENSG00000231236	lncRNA
ENSG00000233236	LINC02573	lncRNA
ENSG00000280082	ENSG00000280082	TEC
ENSG00000275464	ENSG00000275464	protein_coding
ENSG00000226983	LINC01692	lncRNA
ENSG00000232855	ENSG00000232855	lncRNA
ENSG00000156282	CLDN17	protein_coding
ENSG00000234293	BACH1-IT3	lncRNA
ENSG00000166265	CYYR1	protein_coding
ENSG00000176054	RPL23P2	processed_pseudogene
ENSG00000232260	BTF3L4P1	processed_pseudogene
ENSG00000223563	ENSG00000223563	lncRNA
ENSG00000236056	GAPDHP14	processed_pseudogene
ENSG00000159147	DONSON	protein_coding
ENSG00000186971	KRTAP13-4	protein_coding
ENSG00000243927	MRPS6	protein_coding
ENSG00000232512	ENSG00000232512	lncRNA
ENSG00000227757	ENSG00000227757	lncRNA
ENSG00000222042	ENSG00000222042	lncRNA
ENSG00000215369	RPL37P3	processed_pseudogene
ENSG00000215317	THUMPD1P1	processed_pseudogene
ENSG00000259981	ENSG00000259981	lncRNA
ENSG00000215533	LINC00189	lncRNA
ENSG00000215351	PPIAP1	processed_pseudogene
ENSG00000273254	ENSG00000273254	lncRNA
ENSG00000279381	ENSG00000279381	processed_pseudogene
ENSG00000235514	LLPHP2	processed_pseudogene
ENSG00000234052	LINC01673	lncRNA
ENSG00000188694	KRTAP24-1	protein_coding
ENSG00000186930	KRTAP6-2	protein_coding
ENSG00000232687	RPL12P9	processed_pseudogene
ENSG00000244624	KRTAP20-1	protein_coding
ENSG00000187005	KRTAP21-1	protein_coding
ENSG00000206105	KRTAP20-4	protein_coding
ENSG00000159131	GART	protein_coding
ENSG00000237484	LINC01684	lncRNA
ENSG00000248476	BACH1-IT1	lncRNA
ENSG00000228817	BACH1-IT2	lncRNA
ENSG00000281181	ENSG00000281181	lncRNA
ENSG00000198743	SLC5A3	protein_coding
ENSG00000219592	NCSTNP1	processed_pseudogene
ENSG00000280243	MTCO1P1	processed_pseudogene
ENSG00000231068	KRTAP21-3	protein_coding
ENSG00000159259	CHAF1B	protein_coding
ENSG00000236532	LINC01695	lncRNA
ENSG00000279167	ENSG00000279167	processed_pseudogene
ENSG00000218125	ENSG00000218125	unprocessed_pseudogene
ENSG00000233997	LINC01425	lncRNA
ENSG00000273017	ENSG00000273017	lncRNA
ENSG00000224541	ENSG00000224541	lncRNA
ENSG00000278996	ENSG00000278996	lncRNA
ENSG00000233206	RPS3AP1	processed_pseudogene
ENSG00000156304	SCAF4	protein_coding
ENSG00000224524	CYCSP42	processed_pseudogene
ENSG00000233300	EIF4A1P1	processed_pseudogene
ENSG00000235609	ENSG00000235609	lncRNA
ENSG00000227342	LINC00307	lncRNA
ENSG00000213885	RPL13AP7	transcribed_processed_pseudogene
ENSG00000224922	ENSG00000224922	lncRNA
ENSG00000186967	KRTAP19-4	protein_coding
ENSG00000229025	ENSG00000229025	lncRNA
ENSG00000186977	KRTAP19-5	protein_coding
ENSG00000231355	ENSG00000231355	lncRNA
ENSG00000276612	ENSG00000276612	protein_coding
ENSG00000156261	CCT8	protein_coding
ENSG00000154654	NCAM2	protein_coding
ENSG00000226956	ENSG00000226956	lncRNA
ENSG00000240432	KRTAP13-3	protein_coding
ENSG00000197683	KRTAP26-1	protein_coding
ENSG00000280172	ENSG00000280172	processed_pseudogene
ENSG00000237527	ENSG00000237527	lncRNA
ENSG00000198390	KRTAP13-1	protein_coding
ENSG00000237731	RNGTTP1	processed_pseudogene
ENSG00000281383	ENSG00000281383	lncRNA
ENSG00000250973	KRTAP13-6P	unprocessed_pseudogene
ENSG00000236471	ENSG00000236471	lncRNA
ENSG00000218549	OR4K12P	unprocessed_pseudogene
ENSG00000198862	LTN1	protein_coding
ENSG00000228961	LINC01690	lncRNA
ENSG00000230198	RPL37P4	processed_pseudogene
ENSG00000273492	APP-DT	lncRNA
ENSG00000279690	ENSG00000279690	TEC
ENSG00000142192	APP	protein_coding
ENSG00000214319	CXADRP1	processed_pseudogene
ENSG00000235564	ENSG00000235564	lncRNA
ENSG00000229962	ENSG00000229962	lncRNA
ENSG00000227721	RPSAP64	processed_pseudogene
ENSG00000184029	DSCR4	lncRNA
ENSG00000224421	ATP5MFP1	processed_pseudogene
ENSG00000286717	ENSG00000286717	lncRNA
ENSG00000206106	KRTAP22-2	protein_coding
ENSG00000234107	TPT1P1	processed_pseudogene
ENSG00000142188	TMEM50B	protein_coding
ENSG00000184351	KRTAP19-1	protein_coding
ENSG00000205930	C21orf62-AS1	lncRNA
ENSG00000224598	RPS5P2	processed_pseudogene
ENSG00000235277	ENSG00000235277	lncRNA
ENSG00000231231	LINC01423	lncRNA
ENSG00000232560	LINC01549	lncRNA
ENSG00000227330	ENSG00000227330	lncRNA
ENSG00000279211	ENSG00000279211	processed_pseudogene
ENSG00000212938	KRTAP6-3	protein_coding
ENSG00000156284	CLDN8	protein_coding
ENSG00000215562	CNN2P7	processed_pseudogene
ENSG00000279998	ENSG00000279998	lncRNA
ENSG00000287109	ENSG00000287109	lncRNA
ENSG00000228677	TTC3-AS1	lncRNA
ENSG00000227090	ENSG00000227090	lncRNA
ENSG00000187172	BAGE2	transcribed_unprocessed_pseudogene
ENSG00000222018	FAM243A	protein_coding
ENSG00000224247	ENSG00000224247	lncRNA
ENSG00000237609	ENSG00000237609	lncRNA
ENSG00000242553	ENSG00000242553	lncRNA
ENSG00000279534	ENSG00000279534	TEC
ENSG00000233956	BTF3P6	processed_pseudogene
ENSG00000244025	KRTAP19-3	protein_coding
ENSG00000198054	DSCR8	lncRNA
ENSG00000272958	ENSG00000272958	lncRNA
ENSG00000272657	ENSG00000272657	lncRNA
ENSG00000280433	ENSG00000280433	protein_coding
ENSG00000279648	ENSG00000279648	TEC
ENSG00000225298	LINC00113	lncRNA
ENSG00000173231	TERF1P1	processed_pseudogene
ENSG00000223741	PSMD4P1	processed_pseudogene
ENSG00000237138	HUNK-AS1	lncRNA
ENSG00000214955	ENSG00000214955	lncRNA
ENSG00000279967	ENSG00000279967	TEC
ENSG00000286103	ENSG00000286103	lncRNA
ENSG00000288536	ENSG00000288536	lncRNA
ENSG00000237735	ENSG00000237735	lncRNA
ENSG00000142149	HUNK	protein_coding
ENSG00000225502	GAPDHP16	processed_pseudogene
ENSG00000279773	ENSG00000279773	TEC
ENSG00000275945	EIF3FP1	processed_pseudogene
ENSG00000154642	C21orf91	protein_coding
ENSG00000230479	ENSG00000230479	lncRNA
ENSG00000184856	LINC00308	lncRNA
ENSG00000279718	SNX18P12	processed_pseudogene
ENSG00000223608	DSCR4-IT1	lncRNA
ENSG00000159256	MORC3	protein_coding
ENSG00000159086	PAXBP1	protein_coding
ENSG00000271486	NIPA2P3	processed_pseudogene
ENSG00000215088	RPS5P3	processed_pseudogene
ENSG00000205929	C21orf62	protein_coding
ENSG00000237841	KRTAP19-9P	unprocessed_pseudogene
ENSG00000230366	DSCR9	lncRNA
ENSG00000280441	ENSG00000280441	lncRNA
ENSG00000279784	ENSG00000279784	lncRNA
ENSG00000234083	ENSG00000234083	lncRNA
ENSG00000233316	DSCR10	lncRNA
ENSG00000228861	RPL23AP12	processed_pseudogene
ENSG00000224427	ENSG00000224427	processed_pseudogene
ENSG00000286149	ENSG00000286149	TEC
ENSG00000234538	ZNF114P1	processed_pseudogene
ENSG00000230323	LINC00159	lncRNA
ENSG00000236612	KRTAP19-11P	unprocessed_pseudogene
ENSG00000230379	ENSG00000230379	lncRNA
ENSG00000205726	ITSN1	protein_coding
ENSG00000159261	CLDN14	protein_coding
ENSG00000286267	ENSG00000286267	TEC
ENSG00000223692	DIP2A-IT1	lncRNA
ENSG00000229925	ENSG00000229925	lncRNA
ENSG00000286178	ENSG00000286178	TEC
ENSG00000277693	ENSG00000277693	lncRNA
ENSG00000279864	NCOR1P4	transcribed_processed_pseudogene
ENSG00000157542	KCNJ6	protein_coding
ENSG00000286252	ENSG00000286252	TEC
ENSG00000241837	ATP5PO	protein_coding
ENSG00000232692	ENSG00000232692	lncRNA
ENSG00000226298	RAD23BP3	processed_pseudogene
ENSG00000232886	ENSG00000232886	lncRNA
ENSG00000206107	KRTAP27-1	protein_coding
ENSG00000233213	KCNJ6-AS1	lncRNA
ENSG00000232837	LINC01700	lncRNA
ENSG00000227054	FDX1P2	processed_pseudogene
ENSG00000154645	CHODL	protein_coding
ENSG00000182362	YBEY	protein_coding
ENSG00000279669	ENSG00000279669	lncRNA
ENSG00000157538	VPS26C	protein_coding
ENSG00000288555	ENSG00000288555	lncRNA
ENSG00000279751	ENSG00000279751	lncRNA
ENSG00000227456	LINC00310	lncRNA
ENSG00000279493	ENSG00000279493	protein_coding
ENSG00000226012	ENSG00000226012	lncRNA
ENSG00000228235	ENSG00000228235	lncRNA
ENSG00000279414	CDRT15P9	processed_pseudogene
ENSG00000178457	LINC00314	lncRNA
ENSG00000273840	ENSG00000273840	lncRNA
ENSG00000160307	S100B	protein_coding
ENSG00000214976	VDAC2P1	processed_pseudogene
ENSG00000160294	MCM3AP	protein_coding
ENSG00000228314	CYP4F29P	transcribed_unprocessed_pseudogene
ENSG00000279579	LINC01666	lncRNA
ENSG00000156273	BACH1	protein_coding
ENSG00000225555	ENSG00000225555	lncRNA
ENSG00000197934	CYYR1-AS1	lncRNA
ENSG00000276556	ENSG00000276556	unprocessed_pseudogene
ENSG00000206104	KRTAP20-3	protein_coding
ENSG00000279208	ENSG00000279208	unprocessed_pseudogene
ENSG00000231123	SPATA20P1	processed_pseudogene
ENSG00000224413	ENSG00000224413	lncRNA
ENSG00000244676	ENSG00000244676	lncRNA
ENSG00000226115	ENSG00000226115	lncRNA
ENSG00000286224	ENSG00000286224	protein_coding
ENSG00000224602	RPS26P5	processed_pseudogene
ENSG00000186924	KRTAP22-1	protein_coding
ENSG00000278884	ENSG00000278884	lncRNA
ENSG00000182816	KRTAP13-2	protein_coding
ENSG00000229986	ENSG00000229986	lncRNA
ENSG00000270835	ENSG00000270835	transcribed_processed_pseudogene
ENSG00000287082	ENSG00000287082	lncRNA
ENSG00000233818	ENSG00000233818	lncRNA
ENSG00000286054	ENSG00000286054	TEC
ENSG00000233767	PSMA6P3	processed_pseudogene
ENSG00000277067	ENSG00000277067	lncRNA
ENSG00000223662	SAMSN1-AS1	lncRNA
ENSG00000223806	LINC00114	lncRNA
ENSG00000182670	TTC3	protein_coding
ENSG00000225043	RPL18AP2	processed_pseudogene
ENSG00000157557	ETS2	protein_coding
ENSG00000288266	ENSG00000288266	TEC
ENSG00000160305	DIP2A	protein_coding
ENSG00000184724	KRTAP6-1	protein_coding
ENSG00000230982	DSTNP1	processed_pseudogene
ENSG00000270116	ENSG00000270116	lncRNA
ENSG00000142173	COL6A2	protein_coding
ENSG00000212932	RPL23AP4	processed_pseudogene
ENSG00000160299	PCNT	protein_coding
ENSG00000227438	ENSG00000227438	lncRNA
ENSG00000157551	KCNJ15	protein_coding
ENSG00000279365	ENSG00000279365	TEC
ENSG00000224309	ANKRD30BP2	transcribed_unprocessed_pseudogene
ENSG00000273104	ENSG00000273104	lncRNA
ENSG00000276738	ENSG00000276738	processed_pseudogene
ENSG00000223488	MAPK6P2	processed_pseudogene
ENSG00000168122	ZNF355P	unprocessed_pseudogene
ENSG00000205758	CRYZL1	protein_coding
ENSG00000237202	ENSG00000237202	processed_pseudogene
ENSG00000156239	N6AMT1	protein_coding
ENSG00000280108	ENSG00000280108	lncRNA
ENSG00000280800	ENSG00000280800	lncRNA
ENSG00000185390	FGF7P2	unprocessed_pseudogene
ENSG00000234034	ENSG00000234034	lncRNA
ENSG00000228600	POLR2CP1	processed_pseudogene
ENSG00000175302	ANKRD30BP1	unprocessed_pseudogene
ENSG00000219280	VN1R8P	processed_pseudogene
ENSG00000226930	GTF2IP2	unprocessed_pseudogene
ENSG00000180530	NRIP1	protein_coding
ENSG00000159140	SON	protein_coding
ENSG00000215559	ANKRD20A11P	transcribed_unprocessed_pseudogene
ENSG00000249209	ENSG00000249209	protein_coding
ENSG00000203616	RHOT1P2	processed_pseudogene
ENSG00000229047	ENSG00000229047	lncRNA
ENSG00000228159	LINC01674	lncRNA
ENSG00000279783	ENSG00000279783	processed_pseudogene
ENSG00000279615	ENSG00000279615	processed_pseudogene
ENSG00000279321	ENSG00000279321	lncRNA
ENSG00000279769	ENSG00000279769	TEC
ENSG00000287470	ENSG00000287470	lncRNA
ENSG00000154736	ADAMTS5	protein_coding
ENSG00000231480	SNRPGP13	processed_pseudogene
ENSG00000279094	LINC01670	lncRNA
ENSG00000277777	Y_RNA	misc_RNA
ENSG00000284550	MIR8069-1	miRNA
ENSG00000277739	5_8S_rRNA	rRNA
ENSG00000264462	MIR3648-2	miRNA
ENSG00000277671	ENSG00000277671	misc_RNA
ENSG00000274060	MIR6724-2	miRNA
ENSG00000273614	ENSG00000273614	snoRNA
ENSG00000274484	Y_RNA	misc_RNA
ENSG00000277379	MIR6724-3	miRNA
ENSG00000274868	ENSG00000274868	misc_RNA
ENSG00000275215	RNA5-8SN3	rRNA
ENSG00000275692	MIR6724-4	miRNA
ENSG00000278775	ENSG00000278775	misc_RNA
ENSG00000278189	RNA5-8SN1	rRNA
ENSG00000276546	Y_RNA	misc_RNA
ENSG00000275950	MIR6724-1	miRNA
ENSG00000275631	U1	snRNA
ENSG00000275664	ENSG00000275664	misc_RNA
ENSG00000275708	MIR3648-1	miRNA
ENSG00000277437	ENSG00000277437	miRNA
ENSG00000278233	RNA5-8SN2	rRNA
ENSG00000252199	SNORA70	snoRNA
ENSG00000266299	MIR3118-1	miRNA
ENSG00000278618	MIR8069-2	miRNA
ENSG00000274046	Y_RNA	misc_RNA
ENSG00000264063	ENSG00000264063	miRNA
ENSG00000207476	RNU6-286P	snRNA
ENSG00000264002	RN7SL52P	misc_RNA
ENSG00000252462	RNU6-113P	snRNA
ENSG00000200754	Y_RNA	misc_RNA
ENSG00000199962	Y_RNA	misc_RNA
ENSG00000252963	RN7SKP147	misc_RNA
ENSG00000212564	RNU6-1326P	snRNA
ENSG00000251851	RNU6-772P	snRNA
ENSG00000239023	RNU1-98P	snRNA
ENSG00000223078	RNU2-55P	snRNA
ENSG00000252273	RNU6-426P	snRNA
ENSG00000201025	SNORD74B	snoRNA
ENSG00000207638	MIR99A	miRNA
ENSG00000212609	RNU1-139P	snRNA
ENSG00000202339	RNU4-45P	snRNA
ENSG00000199030	MIRLET7C	miRNA
ENSG00000207863	MIR125B2	miRNA
ENSG00000266211	MIR3156-3	miRNA
ENSG00000199698	Y_RNA	misc_RNA
ENSG00000274662	RN7SKP236	misc_RNA
ENSG00000266195	RN7SL163P	misc_RNA
ENSG00000283904	MIR155	miRNA
ENSG00000275469	MIR6130	miRNA
ENSG00000238627	RNA5SP489	rRNA_pseudogene
ENSG00000266133	MIR4759	miRNA
ENSG00000265841	MIR548X	miRNA
ENSG00000207097	RNU6-614P	snRNA
ENSG00000251972	RNU6-123P	snRNA
ENSG00000206802	RNU6-926P	snRNA
ENSG00000212479	U3	snoRNA
ENSG00000265007	MIR4327	miRNA
ENSG00000283300	U6	snRNA
ENSG00000201984	Y_RNA	misc_RNA
ENSG00000263969	RN7SL678P	misc_RNA
ENSG00000244294	RN7SL740P	misc_RNA
ENSG00000202239	RNU6-396P	snRNA
ENSG00000272015	SNORA62	snoRNA
ENSG00000207098	SNORA70	snoRNA
ENSG00000284448	MIR6501	miRNA
ENSG00000200792	SNORA80A	snoRNA
ENSG00000256073	URB1-AS1	lncRNA
ENSG00000236545	ENSG00000236545	lncRNA
ENSG00000227698	ENSG00000227698	lncRNA
ENSG00000251778	ENSG00000251778	snoRNA
ENSG00000157617	C2CD2	protein_coding
ENSG00000173276	ZBTB21	protein_coding
ENSG00000184385	UMODL1-AS1	lncRNA
ENSG00000237232	ZNF295-AS1	lncRNA
ENSG00000230978	LINC00160	lncRNA
ENSG00000234380	LINC01426	lncRNA
ENSG00000286153	ENSG00000286153	lncRNA
ENSG00000234703	ENSG00000234703	lncRNA
ENSG00000223671	RPL34P3	processed_pseudogene
ENSG00000231300	EZH2P1	processed_pseudogene
ENSG00000230794	ENSG00000230794	lncRNA
ENSG00000211590	MIR802	miRNA
ENSG00000229761	RPS20P1	processed_pseudogene
ENSG00000234008	PPP1R2P2	processed_pseudogene
ENSG00000214914	RPL23AP3	processed_pseudogene
ENSG00000189089	RIMKLBP1	processed_pseudogene
ENSG00000236677	SETD4-AS1	lncRNA
ENSG00000200213	RNU6-992P	snRNA
ENSG00000230212	ENSG00000230212	lncRNA
ENSG00000159228	CBR1	protein_coding
ENSG00000236119	ENSG00000236119	lncRNA
ENSG00000226054	MEMO1P1	processed_pseudogene
ENSG00000214889	RPS9P1	processed_pseudogene
ENSG00000159231	CBR3	protein_coding
ENSG00000228149	RPL3P1	processed_pseudogene
ENSG00000159216	RUNX1	protein_coding
ENSG00000166979	EVA1C	protein_coding
ENSG00000229007	EXOSC3P1	processed_pseudogene
ENSG00000252045	ENSG00000252045	snoRNA
ENSG00000252950	RNA5SP490	rRNA_pseudogene
ENSG00000159079	CFAP298	protein_coding
ENSG00000228433	OR7E23P	unprocessed_pseudogene
ENSG00000238220	ENSG00000238220	processed_pseudogene
ENSG00000265590	CFAP298-TCP10L	protein_coding
ENSG00000242220	TCP10L	protein_coding
ENSG00000243627	SMIM34A	protein_coding
ENSG00000154640	BTG3	protein_coding
ENSG00000184900	SUMO3	protein_coding
ENSG00000154719	MRPL39	protein_coding
ENSG00000155307	SAMSN1	protein_coding
ENSG00000160298	C21orf58	protein_coding
ENSG00000205670	SMIM11A	protein_coding
ENSG00000286517	ENSG00000286517	lncRNA
ENSG00000286852	ENSG00000286852	lncRNA
ENSG00000231324	ENSG00000231324	lncRNA
ENSG00000224269	ENSG00000224269	lncRNA
ENSG00000159263	SIM2	protein_coding
ENSG00000237646	HLCS-IT1	lncRNA
ENSG00000199806	RNA5SP491	rRNA_pseudogene
ENSG00000270652	DPRXP5	processed_pseudogene
ENSG00000224790	ENSG00000224790	lncRNA
ENSG00000207416	Y_RNA	misc_RNA
ENSG00000215734	MRPL20P1	processed_pseudogene
ENSG00000183145	RIPPLY3	protein_coding
ENSG00000212136	RNU6-696P	snRNA
ENSG00000160208	RRP1B	protein_coding
ENSG00000160209	PDXK	protein_coding
ENSG00000281420	ENSG00000281420	pseudogene
ENSG00000287507	ENSG00000287507	lncRNA
ENSG00000160213	CSTB	protein_coding
ENSG00000234030	TMEM97P1	processed_pseudogene
ENSG00000160214	RRP1	protein_coding
ENSG00000215458	AATBC	lncRNA
ENSG00000226543	MYL6P1	processed_pseudogene
ENSG00000160216	AGPAT3	protein_coding
ENSG00000199598	RNU6-859P	snRNA
ENSG00000252606	RNU6-1150P	snRNA
ENSG00000160218	TRAPPC10	protein_coding
ENSG00000213440	H2AZP1	processed_pseudogene
ENSG00000241945	PWP2	protein_coding
ENSG00000225331	LINC01678	lncRNA
ENSG00000272948	ENSG00000272948	lncRNA
ENSG00000287637	ENSG00000287637	lncRNA
ENSG00000273210	ENSG00000273210	lncRNA
ENSG00000157540	DYRK1A	protein_coding
ENSG00000141956	PRDM15	protein_coding
ENSG00000264580	MIR5692B	miRNA
ENSG00000224100	ENSG00000224100	lncRNA
ENSG00000160199	PKNOX1	protein_coding
ENSG00000160200	CBS	protein_coding
ENSG00000286549	ENSG00000286549	lncRNA
ENSG00000232777	MRPL51P2	processed_pseudogene
ENSG00000236663	FRGCA	lncRNA
ENSG00000228120	ENSG00000228120	lncRNA
ENSG00000160202	CRYAA	protein_coding
ENSG00000160201	U2AF1	protein_coding
ENSG00000185917	SETD4	protein_coding
ENSG00000159128	IFNGR2	protein_coding
ENSG00000177692	DNAJC28	protein_coding
ENSG00000228930	MTCO1P3	processed_pseudogene
ENSG00000228355	ENSG00000228355	lncRNA
ENSG00000273796	ENSG00000273796	lncRNA
ENSG00000224574	COL18A1-AS2	lncRNA
ENSG00000183535	COL18A1-AS1	lncRNA
ENSG00000275167	MIR6815	miRNA
ENSG00000173638	SLC19A1	protein_coding
ENSG00000286082	ENSG00000286082	lncRNA
ENSG00000286594	ENSG00000286594	lncRNA
ENSG00000182871	COL18A1	protein_coding
ENSG00000183844	FAM3B	protein_coding
ENSG00000228318	ENSG00000228318	lncRNA
ENSG00000207503	ENSG00000207503	snoRNA
ENSG00000232806	ENSG00000232806	lncRNA
ENSG00000154734	ADAMTS1	protein_coding
ENSG00000261610	ENSG00000261610	lncRNA
ENSG00000159055	MIS18A	protein_coding
ENSG00000227256	MIS18A-AS1	lncRNA
