875
ENSG00000236612.1	KRTAP19-11P	unprocessed_pseudogene
ENSG00000186925.6	KRTAP19-6	protein_coding
ENSG00000244362.3	KRTAP19-7	protein_coding
ENSG00000206106.2	KRTAP22-2	protein_coding
ENSG00000212938.3	KRTAP6-3	protein_coding
ENSG00000186930.4	KRTAP6-2	protein_coding
ENSG00000186924.3	KRTAP22-1	protein_coding
ENSG00000184724.5	KRTAP6-1	protein_coding
ENSG00000244624.3	KRTAP20-1	protein_coding
ENSG00000206105.2	KRTAP20-4	protein_coding
ENSG00000184032.3	KRTAP20-2	protein_coding
ENSG00000206104.2	KRTAP20-3	protein_coding
ENSG00000231068.1	KRTAP21-3	protein_coding
ENSG00000236400.1	KRTAP21-4P	unprocessed_pseudogene
ENSG00000187026.3	KRTAP21-2	protein_coding
ENSG00000187005.5	KRTAP21-1	protein_coding
ENSG00000238257.1	AP000244.1	unprocessed_pseudogene
ENSG00000233036.1	KRTAP8-2P	unprocessed_pseudogene
ENSG00000227840.1	KRTAP8-3P	unprocessed_pseudogene
ENSG00000183640.6	KRTAP8-1	protein_coding
ENSG00000274749.1	KRTAP7-1	protein_coding
ENSG00000182591.6	KRTAP11-1	protein_coding
ENSG00000206102.2	KRTAP19-8	protein_coding
ENSG00000228941.1	UBE3AP2	processed_pseudogene
ENSG00000156299.13	TIAM1	protein_coding
ENSG00000286643.1	AP000248.1	lncRNA
ENSG00000237325.3	AP000563.1	processed_pseudogene
ENSG00000237594.2	AP000251.1	lncRNA
ENSG00000230870.2	FBXW11P1	processed_pseudogene
ENSG00000234509.1	AP000253.1	lncRNA
ENSG00000142168.15	SOD1	protein_coding
ENSG00000238390.1	AP000254.1	snoRNA
ENSG00000273271.1	AP000254.2	lncRNA
ENSG00000156304.15	SCAF4	protein_coding
ENSG00000229046.1	HMGN1P2	processed_pseudogene
ENSG00000273091.1	AP000255.1	lncRNA
ENSG00000234107.1	TPT1P1	processed_pseudogene
ENSG00000142149.9	HUNK	protein_coding
ENSG00000237138.1	HUNK-AS1	lncRNA
ENSG00000230323.6	LINC00159	lncRNA
ENSG00000261610.1	AP000265.1	lncRNA
ENSG00000159055.4	MIS18A	protein_coding
ENSG00000227256.1	MIS18A-AS1	lncRNA
ENSG00000170262.12	MRAP	protein_coding
ENSG00000232623.1	MRAP-AS1	lncRNA
ENSG00000142207.7	URB1	protein_coding
ENSG00000200792.1	SNORA80A	snoRNA
ENSG00000256073.3	URB1-AS1	lncRNA
ENSG00000265590.10	CFAP298-TCP10L	protein_coding
ENSG00000166979.13	EVA1C	protein_coding
ENSG00000229007.1	EXOSC3P1	processed_pseudogene
ENSG00000242220.9	TCP10L	protein_coding
ENSG00000252045.1	AP000272.1	snoRNA
ENSG00000252950.1	RNA5SP490	rRNA_pseudogene
ENSG00000159079.19	CFAP298	protein_coding
ENSG00000228433.2	OR7E23P	unprocessed_pseudogene
ENSG00000238220.1	AP000275.1	processed_pseudogene
ENSG00000159082.18	SYNJ1	protein_coding
ENSG00000238197.6	PAXBP1-AS1	lncRNA
ENSG00000159086.15	PAXBP1	protein_coding
ENSG00000205930.10	C21orf62-AS1	lncRNA
ENSG00000279690.1	AP000280.1	TEC
ENSG00000205929.11	C21orf62	protein_coding
ENSG00000224427.1	AP000281.1	processed_pseudogene
ENSG00000207098.1	SNORA70	snoRNA
ENSG00000232360.1	AP000281.2	lncRNA
ENSG00000227757.3	AP000282.1	lncRNA
ENSG00000228961.1	LINC01690	lncRNA
ENSG00000205927.5	OLIG2	protein_coding
ENSG00000232539.1	LINC00945	lncRNA
ENSG00000184221.13	OLIG1	protein_coding
ENSG00000226527.2	AP000289.1	lncRNA
ENSG00000226433.2	AP000290.1	lncRNA
ENSG00000229086.5	LINC01548	lncRNA
ENSG00000159110.20	IFNAR2	protein_coding
ENSG00000249624.9	AP000295.1	protein_coding
ENSG00000223799.1	IL10RB-DT	lncRNA
ENSG00000243646.10	IL10RB	protein_coding
ENSG00000142166.13	IFNAR1	protein_coding
ENSG00000226501.2	USF1P1	processed_pseudogene
ENSG00000159128.15	IFNGR2	protein_coding
ENSG00000142188.17	TMEM50B	protein_coding
ENSG00000215088.3	RPS5P3	processed_pseudogene
ENSG00000231355.1	AP000302.1	lncRNA
ENSG00000177692.12	DNAJC28	protein_coding
ENSG00000159131.17	GART	protein_coding
ENSG00000233956.1	BTF3P6	processed_pseudogene
ENSG00000159140.21	SON	protein_coding
ENSG00000284448.1	MIR6501	miRNA
ENSG00000159147.18	DONSON	protein_coding
ENSG00000249209.2	AP000311.1	protein_coding
ENSG00000205758.12	CRYZL1	protein_coding
ENSG00000205726.15	ITSN1	protein_coding
ENSG00000241837.7	ATP5PO	protein_coding
ENSG00000237945.7	LINC00649	lncRNA
ENSG00000244294.3	RN7SL740P	misc_RNA
ENSG00000273102.1	AP000569.1	lncRNA
ENSG00000243927.6	MRPS6	protein_coding
ENSG00000198743.7	SLC5A3	protein_coding
ENSG00000272657.1	AP000317.2	lncRNA
ENSG00000224598.1	RPS5P2	processed_pseudogene
ENSG00000227456.9	LINC00310	lncRNA
ENSG00000214955.5	AP000317.1	lncRNA
ENSG00000225555.2	AP000320.1	lncRNA
ENSG00000159197.3	KCNE2	protein_coding
ENSG00000205670.12	SMIM11A	protein_coding
ENSG00000222018.2	FAM243A	protein_coding
ENSG00000273104.1	AP000322.2	lncRNA
ENSG00000243627.5	SMIM34A	protein_coding
ENSG00000272958.1	AP000322.1	lncRNA
ENSG00000180509.12	KCNE1	protein_coding
ENSG00000221398.1	AP000324.1	snoRNA
ENSG00000159200.18	RCAN1	protein_coding
ENSG00000159212.12	CLIC6	protein_coding
ENSG00000230978.2	LINC00160	lncRNA
ENSG00000234380.2	LINC01426	lncRNA
ENSG00000159216.19	RUNX1	protein_coding
ENSG00000286153.1	AP000331.1	lncRNA
ENSG00000234703.1	AF015262.1	lncRNA
ENSG00000223671.2	RPL34P3	processed_pseudogene
ENSG00000231300.1	EZH2P1	processed_pseudogene
ENSG00000230794.1	AF015720.1	lncRNA
ENSG00000211590.1	MIR802	miRNA
ENSG00000229761.1	RPS20P1	processed_pseudogene
ENSG00000234008.5	PPP1R2P2	processed_pseudogene
ENSG00000231106.2	LINC01436	lncRNA
ENSG00000214914.3	RPL23AP3	processed_pseudogene
ENSG00000185917.14	SETD4	protein_coding
ENSG00000189089.5	RIMKLBP1	processed_pseudogene
ENSG00000236677.1	SETD4-AS1	lncRNA
ENSG00000200213.1	RNU6-992P	snRNA
ENSG00000230212.6	AP000688.1	lncRNA
ENSG00000159228.13	CBR1	protein_coding
